Date,Open,High,Low,Close,Volume,Adj Close
1/4/16,91.769997,92.849998,87.629997,87.849998,2280300,87.849998
12/28/15,93.790001,96.019997,93.230003,93.940002,1177200,93.940002
12/21/15,92.160004,95.190002,90.809998,94.300003,1604600,94.300003
12/14/15,91.709999,96.419998,91.019997,91.309998,3705300,91.309998
