44.34,0
44.09,1
44.15,2
43.61,3
44.33,4
44.83,5
45.1,6
45.42,7
45.84,8
46.08,9
45.89,10
46.03,11
45.61,12
46.28,13
46.28,14
46,15
46.03,16
46.41,17
46.22,18
45.64,19
46.21,20
46.25,21
45.71,22
46.45,23
45.78,24
45.35,25
44.03,26
44.18,27
44.22,28
44.57,29
43.42,30
42.66,31
43.13,32
