89.17,3937523
89.18,3680618
87.94,3667159
88,4298802
89.63,5390252
86.77,3945006
86.89,2746345
84.85,3070623
84.52,5315646
89.13,4679475
89.61,2893124
87.95,3070904
87.99,3185809
86.36,3417381
79.2,10644177
74.94,12909967
73.85,6697354
75.53,6465276
74.94,4984695
76.67,4368740
