Date,Open,High,Low,Close,Volume,Adj Close
2016-02-23,701.450012,708.400024,693.580017,695.849976,1999700,695.849976
2016-02-22,707.450012,713.23999,702.51001,706.460022,1946100,706.460022
2016-02-19,695.030029,703.080994,694.049988,700.909973,1582300,700.909973
2016-02-18,710.00,712.349976,696.030029,697.349976,1859100,697.349976
2016-02-17,698.090027,709.75,691.380005,708.400024,2490000,708.400024
2016-02-16,692.97998,698.00,685.049988,691.00,2520000,691.00
2016-02-12,690.26001,693.75,678.599976,682.400024,2141400,682.400024
2016-02-11,675.00,689.349976,668.867981,683.109985,3024000,683.109985
2016-02-10,686.859985,701.309998,682.130005,684.119995,2638000,684.119995
2016-02-09,672.320007,699.900024,668.77002,678.109985,3608900,678.109985
2016-02-08,667.849976,684.030029,663.059998,682.73999,4247400,682.73999
2016-02-05,703.869995,703.98999,680.150024,683.570007,5105700,683.570007
2016-02-04,722.809998,727.00,701.859985,708.01001,5168700,708.01001
2016-02-03,770.219971,774.50,720.50,726.950012,6171000,726.950012
2016-02-02,784.50,789.869995,764.650024,764.650024,6348100,764.650024
2016-02-01,750.460022,757.859985,743.27002,752.00,5139200,752.00
2016-01-29,731.530029,744.98999,726.799988,742.950012,3474300,742.950012
2016-01-28,722.219971,733.690002,712.349976,730.960022,2676400,730.960022
2016-01-27,713.669983,718.234985,694.390015,699.98999,2194200,699.98999
2016-01-26,713.849976,718.280029,706.47998,713.039978,1331700,713.039978
2016-01-25,723.580017,729.679993,710.01001,711.669983,1711700,711.669983
2016-01-22,723.599976,728.130005,720.120972,725.25,2011800,725.25
2016-01-21,702.179993,719.190002,694.460022,706.590027,2412200,706.590027
2016-01-20,688.609985,706.849976,673.26001,698.450012,3445000,698.450012
2016-01-19,703.299988,709.97998,693.409973,701.789978,2268100,701.789978
2016-01-15,692.289978,706.73999,685.369995,694.450012,3592400,694.450012
2016-01-14,705.380005,721.924988,689.099976,714.719971,2225800,714.719971
2016-01-13,730.849976,734.73999,698.609985,700.559998,2501700,700.559998
2016-01-12,721.679993,728.75,717.317017,726.070007,2024500,726.070007
2016-01-11,716.609985,718.85498,703.539978,716.030029,2090600,716.030029
2016-01-08,731.450012,733.22998,713.00,714.469971,2450900,714.469971
2016-01-07,730.309998,738.50,719.059998,726.390015,2963700,726.390015
2016-01-06,730.00,747.179993,728.919983,743.619995,1947000,743.619995
2016-01-05,746.450012,752.00,738.640015,742.580017,1950700,742.580017
2016-01-04,743.00,744.059998,731.257996,741.840027,3272800,741.840027
2015-12-31,769.50,769.50,758.340027,758.880005,1489600,758.880005
2015-12-30,776.599976,777.599976,766.900024,771.00,1293300,771.00
2015-12-29,766.690002,779.97998,766.429993,776.599976,1765000,776.599976
2015-12-28,752.919983,762.98999,749.52002,762.51001,1515300,762.51001
2015-12-24,749.549988,751.349976,746.619995,748.400024,527200,748.400024
2015-12-23,753.469971,754.210022,744.00,750.309998,1565900,750.309998
2015-12-22,751.650024,754.849976,745.530029,750.00,1365400,750.00
2015-12-21,746.130005,750.00,740.00,747.77002,1525700,747.77002
2015-12-18,746.51001,754.130005,738.150024,739.309998,3148700,739.309998
2015-12-17,762.419983,762.679993,749.00,749.429993,1553400,749.429993
2015-12-16,750.00,760.590027,739.434998,758.090027,1993300,758.090027
2015-12-15,753.00,758.080017,743.01001,743.400024,2666200,743.400024
2015-12-14,741.789978,748.72998,724.169983,747.77002,2412500,747.77002
2015-12-11,741.159973,745.710022,736.75,738.869995,2224400,738.869995
2015-12-10,752.849976,755.849976,743.830017,749.460022,1984900,749.460022
2015-12-09,759.169983,764.22998,737.000977,751.609985,2700000,751.609985
2015-12-08,757.890015,764.799988,754.200012,762.369995,1829500,762.369995
2015-12-07,767.77002,768.72998,755.090027,763.25,1812300,763.25
2015-12-04,753.099976,768.48999,750.00,766.809998,2757300,766.809998
2015-12-03,766.01001,768.994995,745.630005,752.539978,2590600,752.539978
2015-12-02,768.900024,775.955017,758.960022,762.380005,2230400,762.380005
2015-12-01,747.109985,768.950012,746.700012,767.039978,2134600,767.039978
